"","Term","p.value","p.adj","z.score","set.size","set.mean","set.sd"
"GO:0032780","negative regulation of ATPase activity",0.346211832627391,0.489537014398895,-0.395568111914115,7,-0.000183897884282111,0.00207345889722328
"GO:0047874","dolichyldiphosphatase activity",0.34621812925096,0.489537014398895,-0.395551044248541,1,-0.00196767976394675,NA
"GO:0006643","membrane lipid metabolic process",0.346254654552763,0.489537014398895,0.39545204081922,168,0.00111983325197776,0.00798602714485405
"GO:0050543","icosatetraenoic acid binding",0.346286967151749,0.489537014398895,-0.395364459336487,6,-0.000270154489267126,0.00079147163786725
"GO:0021571","rhombomere 5 development",0.346321418590288,0.489537014398895,-0.395271083989671,4,-0.000532828193599338,0.00551961815068852
"GO:0006020","inositol metabolic process",0.346326122491608,0.489537014398895,0.395258335053112,11,0.00176341144204957,0.00405369348754746
"GO:2000295","regulation of hydrogen peroxide catabolic process",0.346334463202405,0.489537014398895,-0.395235729466256,2,-0.00112615566717124,0.0015926246178569
"GO:0050687","negative regulation of defense response to virus",0.346383896920631,0.489537014398895,-0.395101754837048,13,0.000105644614032948,0.00982176004817531
"GO:0048539","bone marrow development",0.346384537554648,0.489537014398895,-0.395100018645503,6,-0.000269371999890946,0.00438708478379471
"GO:0009439","cyanate metabolic process",0.346387521871359,0.489537014398895,-0.395091930821177,2,-0.00112541858432284,0.0040773222958987
"GO:0009440","cyanate catabolic process",0.346387521871359,0.489537014398895,-0.395091930821177,2,-0.00112541858432284,0.0040773222958987
"GO:0001865","NK T cell differentiation",0.346413407253759,0.489537014398895,0.395021779691083,7,0.0019818871466081,0.00569718617542987
"GO:0097369","sodium ion import",0.346427292035515,0.489537014398895,0.394984151798201,1,0.00376305617025315,NA
"GO:0043117","positive regulation of vascular permeability",0.346547486343608,0.489537014398895,-0.394658447426851,7,-0.000181405899815111,0.00495852241764982
"GO:0015808","L-alanine transport",0.346603449853943,0.489537014398895,-0.394506810937854,6,-0.000267616677261229,0.0127089001265029
"GO:0031914","negative regulation of synaptic plasticity",0.346628139061621,0.489537014398895,0.394439916932114,3,0.0025505034343715,0.00140777212016054
"GO:0003881","CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity",0.346644906721685,0.489537014398895,0.394394486916072,1,0.00375878158039801,NA
"GO:2000664","positive regulation of interleukin-5 secretion",0.34665076654447,0.489537014398895,-0.394378610602757,2,-0.00112176224877025,0.00158641138596904
"GO:2000667","positive regulation of interleukin-13 secretion",0.34665076654447,0.489537014398895,-0.394378610602757,2,-0.00112176224877025,0.00158641138596904
"GO:0036066","protein O-linked fucosylation",0.346670334320664,0.489537014398895,-0.394325595360318,3,-0.0007505390754761,0.00644989043836416
"GO:1990381","ubiquitin-specific protease binding",0.346748899990675,0.489537014398895,0.39411274747693,4,0.0023281159779979,0.0107118076065721
"GO:2000846","regulation of corticosteroid hormone secretion",0.346771609040344,0.489537014398895,0.394051228090679,11,0.00176077382470232,0.0067231533308356
"GO:0035620","ceramide transporter activity",0.346784251750126,0.489537014398895,0.394016979318409,1,0.00375604495796022,NA
"GO:0017177","glucosidase II complex",0.346796580164216,0.489537014398895,-0.393983582410079,1,-0.00195631694300205,NA
"GO:0033919","glucan 1,3-alpha-glucosidase activity",0.346796580164216,0.489537014398895,-0.393983582410079,1,-0.00195631694300205,NA
"GO:0090600","alpha-1,3-glucosidase activity",0.346796580164216,0.489537014398895,-0.393983582410079,1,-0.00195631694300205,NA
"GO:0006222","UMP biosynthetic process",0.346869836363389,0.489537014398895,0.393785144976326,11,0.00176019241355975,0.0074489884495973
"GO:0009173","pyrimidine ribonucleoside monophosphate metabolic process",0.346869836363389,0.489537014398895,0.393785144976326,11,0.00176019241355975,0.0074489884495973
"GO:0009174","pyrimidine ribonucleoside monophosphate biosynthetic process",0.346869836363389,0.489537014398895,0.393785144976326,11,0.00176019241355975,0.0074489884495973
"GO:0046049","UMP metabolic process",0.346869836363389,0.489537014398895,0.393785144976326,11,0.00176019241355975,0.0074489884495973
"GO:0003312","pancreatic PP cell differentiation",0.346901694394416,0.489537014398895,-0.393698852327228,2,-0.001118277944967,0.00158148383627504
"GO:0003326","pancreatic A cell fate commitment",0.346901694394416,0.489537014398895,-0.393698852327228,2,-0.001118277944967,0.00158148383627504
"GO:0003329","pancreatic PP cell fate commitment",0.346901694394416,0.489537014398895,-0.393698852327228,2,-0.001118277944967,0.00158148383627504
"GO:0030547","receptor inhibitor activity",0.346913468779541,0.489537014398895,0.393666960235575,11,0.00175993417122325,0.0108321764571777
"GO:1902115","regulation of organelle assembly",0.346923105753332,0.489537014398895,0.393640857832799,43,0.00133437529290226,0.00847511937449963
"GO:0019284","L-methionine biosynthetic process from S-adenosylmethionine",0.346946496469861,0.489537014398895,-0.393577503592372,2,-0.00111765593582993,0.0105634364418665
"GO:0033353","S-adenosylmethionine cycle",0.346946496469861,0.489537014398895,-0.393577503592372,2,-0.00111765593582993,0.0105634364418665
"GO:0002714","positive regulation of B cell mediated immunity",0.346996875870159,0.489537014398895,-0.393441055307469,13,0.000108982383933864,0.00117634279701519
"GO:0002891","positive regulation of immunoglobulin mediated immune response",0.346996875870159,0.489537014398895,-0.393441055307469,13,0.000108982383933864,0.00117634279701519
"GO:0009953","dorsal/ventral pattern formation",0.347032534733511,0.489537014398895,0.393344480761633,107,0.00117454654832243,0.00597852854947488
"GO:0090383","phagosome acidification",0.347059915006984,0.489537014398895,0.393270329528497,5,0.00217455058146996,0.0111502453979284
"GO:0046854","phosphatidylinositol phosphorylation",0.347103825086672,0.489537014398895,0.39315141680257,30,0.001419643720633,0.00694061635282257
"GO:0051280","negative regulation of release of sequestered calcium ion into cytosol",0.347137031395017,0.489537014398895,-0.393061494612241,3,-0.00074524871954509,0.00143184773003781
"GO:0044712","single-organism catabolic process",0.347184473651703,0.489537014398895,0.392933027198815,1841,0.000962462713614087,0.00755572083751082
"GO:0030850","prostate gland development",0.347272882831208,0.489537014398895,-0.392693644026793,49,0.00049364045966089,0.0072571816798428
"GO:0016300","tRNA (uracil) methyltransferase activity",0.347329704113817,0.489537014398895,0.392539802437956,2,0.00291182280362095,0.0012559042268901
"GO:0035513","oxidative RNA demethylation",0.347341373991878,0.489537014398895,0.392508207810849,2,0.00291166085593549,0.00503551163176129
"GO:0035515","oxidative RNA demethylase activity",0.347341373991878,0.489537014398895,0.392508207810849,2,0.00291166085593549,0.00503551163176129
"GO:0035553","oxidative single-stranded RNA demethylation",0.347341373991878,0.489537014398895,0.392508207810849,2,0.00291166085593549,0.00503551163176129
"GO:0006541","glutamine metabolic process",0.347452849220677,0.489537014398895,-0.392206423345722,23,0.000307280420374326,0.00878356855607561
"GO:0030200","heparan sulfate proteoglycan catabolic process",0.34756688832389,0.489537014398895,-0.391897734945938,2,-0.001109045780582,0.0202877164380679
"GO:0033906","hyaluronoglucuronidase activity",0.347611715378289,0.489537014398895,-0.391776404409388,2,-0.00110842386472577,0.000719421418352801
"GO:0072162","metanephric mesenchymal cell differentiation",0.347622881930401,0.489537014398895,-0.391746181510449,5,-0.00037012405639509,0.00413523741159066
"GO:0009913","epidermal cell differentiation",0.347638152576441,0.489537014398895,0.391704851230605,168,0.00111774773976474,0.00682284123573645
"GO:0051148","negative regulation of muscle cell differentiation",0.347784697076014,0.489537014398895,0.391308259897061,37,0.00136559765759457,0.00835260526860914
"GO:0042369","vitamin D catabolic process",0.347812159144134,0.489537014398895,-0.391233946534402,3,-0.000737600294506573,0.000798889702746516
"GO:0031811","G-protein coupled nucleotide receptor binding",0.347830510795347,0.489537014398895,-0.391184287498063,1,-0.00193602433614162,NA
"GO:0031812","P2Y1 nucleotide receptor binding",0.347830510795347,0.489537014398895,-0.391184287498063,1,-0.00193602433614162,NA
"GO:1902713","regulation of interferon-gamma secretion",0.347854510101748,0.489537014398895,-0.391119347526065,3,-0.000737120689107745,0.00192806773877679
"GO:0042624","ATPase activity, uncoupled",0.347884240674291,0.489537014398895,-0.391038901548808,1,-0.00193497040649005,NA
"GO:0010845","positive regulation of reciprocal meiotic recombination",0.347907810983429,0.489537014398895,-0.390975126016646,2,-0.00110431667331404,0.00712578941369628
"GO:0061458","reproductive system development",0.347978331560689,0.489537014398895,0.390784323956293,422,0.00103593957546358,0.00703982286630601
"GO:0010940","positive regulation of necrotic cell death",0.347999291298075,0.489537014398895,-0.390727617562041,4,-0.000516361421318452,0.000713594114537709
"GO:0004529","exodeoxyribonuclease activity",0.348016794665493,0.489537014398895,0.390680263310554,10,0.00179510057737439,0.00616950797519322
"GO:0016895","exodeoxyribonuclease activity, producing 5'-phosphomonoesters",0.348016794665493,0.489537014398895,0.390680263310554,10,0.00179510057737439,0.00616950797519322
"GO:0035064","methylated histone binding",0.348024190970262,0.489537014398895,-0.390660253339972,48,0.000491544696853083,0.00607759154856129
"GO:0019098","reproductive behavior",0.348104360494087,0.489537014398895,0.390443372661251,29,0.00142490459292613,0.00730488683138772
"GO:0043219","lateral loop",0.348183661896939,0.489537014398895,-0.390228858555919,5,-0.000365205569732008,0.0136786173363012
"GO:1902523","positive regulation of protein K63-linked ubiquitination",0.348331861274728,0.489537014398895,0.389828020239501,1,0.0037256784183799,NA
"GO:1902524","positive regulation of protein K48-linked ubiquitination",0.348331861274728,0.489537014398895,0.389828020239501,1,0.0037256784183799,NA
"GO:1902527","positive regulation of protein monoubiquitination",0.348331861274728,0.489537014398895,0.389828020239501,1,0.0037256784183799,NA
"GO:0070509","calcium ion import",0.348354540638302,0.489537014398895,0.389766684362642,53,0.00128726441156161,0.00582455388763489
"GO:0045620","negative regulation of lymphocyte differentiation",0.348445128006452,0.489537014398895,-0.389521707292738,32,0.000401027861248461,0.00514408436870925
"GO:0016889","endodeoxyribonuclease activity, producing 3'-phosphomonoesters",0.348492348624928,0.489537014398895,-0.389394016983108,8,-9.80598221424594e-05,0.00391942984455868
"GO:0001674","female germ cell nucleus",0.348509737690901,0.489537014398895,0.389346996428161,6,0.00205183451785673,0.00627164913942975
"GO:0033612","receptor serine/threonine kinase binding",0.348536575252409,0.489537014398895,-0.389274428547857,11,4.9149747634356e-05,0.00490761930911035
"GO:0097117","guanylate kinase-associated protein clustering",0.348569459915634,0.489537014398895,-0.389185512298863,2,-0.00109514347438773,0.000664515250472552
"GO:0042008","interleukin-18 receptor activity",0.348576102457382,0.489537014398895,-0.389167552023346,1,-0.00192140464746421,NA
"GO:0051661","maintenance of centrosome location",0.348580650888059,0.489537014398895,0.389155253931705,2,0.00289447429069042,0.00292454417235648
"GO:0098644","complex of collagen trimers",0.348624935542469,0.489537014398895,0.389035519722946,11,0.00174981413363002,0.00553451227843672
"GO:0060872","semicircular canal development",0.348633138486785,0.489537014398895,0.389013341703354,10,0.00179128034097331,0.00680895300739622
"GO:0090086","negative regulation of protein deubiquitination",0.348638021373011,0.489537014398895,0.389000140101956,3,0.00252773756253686,0.0121706870631855
"GO:0021670","lateral ventricle development",0.34864370386606,0.489537014398895,-0.388984776731213,11,4.97826581220081e-05,0.0060810156248605
"GO:0072216","positive regulation of metanephros development",0.348651611790432,0.489537014398895,-0.388963396765646,3,-0.000728097874344207,0.00126110251124707
"GO:0072300","positive regulation of metanephric glomerulus development",0.348651611790432,0.489537014398895,-0.388963396765646,3,-0.000728097874344207,0.00126110251124707
"GO:0061141","lung ciliated cell differentiation",0.348655189219561,0.489537014398895,0.388953724840866,3,0.00252754331120667,0.00437783343334083
"GO:0031419","cobalamin binding",0.348671221977382,0.489537014398895,0.388910379180261,9,0.00183928458042328,0.00680742757700083
"GO:0030407","formimidoyltransferase activity",0.348696557455722,0.489537014398895,-0.388841884466171,1,-0.00191904382307355,NA
"GO:0030409","glutamate formimidoyltransferase activity",0.348696557455722,0.489537014398895,-0.388841884466171,1,-0.00191904382307355,NA
"GO:0030412","formimidoyltetrahydrofolate cyclodeaminase activity",0.348696557455722,0.489537014398895,-0.388841884466171,1,-0.00191904382307355,NA
"GO:0090347","regulation of cellular organohalogen metabolic process",0.348696557455722,0.489537014398895,-0.388841884466171,1,-0.00191904382307355,NA
"GO:0090348","regulation of cellular organofluorine metabolic process",0.348696557455722,0.489537014398895,-0.388841884466171,1,-0.00191904382307355,NA
"GO:0090349","negative regulation of cellular organohalogen metabolic process",0.348696557455722,0.489537014398895,-0.388841884466171,1,-0.00191904382307355,NA
